DOI,Year,Keywords
10.3389/fmicb.2021.713189,2021,Antarctica; Pseudogymnoascus; multi-locus phylogenetic analyses; new species; taxonomy
10.1186/s12864-015-1570-9,2015,N/A
10.1093/emboj/cdg235,2003,N/A
10.1093/genetics/143.2.769,1996,N/A
10.1371/journal.pone.0220953,2019,N/A
10.3390/microorganisms8040506,2020,DNA polymerase; MEGAPRIMER; Mimiviridae; primer cocktail; ‘Megaviridae’
10.1073/pnas.1007615107,2010,N/A
10.3389/fmicb.2023.1167083,2023,biodeterioration; cultural heritage; microbial genomics; microbial isolation; rock-inhabiting fungi; stone-inhabiting bacteria; tangible monuments
10.1371/journal.pone.0139633,2015,N/A
10.1038/s41598-022-12290-6,2022,N/A
10.3390/microorganisms9061188,2021,Great Basin; algae; amplicon sequencing; bacteria; biofilm; diatoms; environmental sampling; fungi; high-throughput sequencing; metabarcoding
10.3389/fmicb.2015.00244,2015,16S rRNA; bacterial diversity; cave; elemental composition; pyrosequencing; rock surface
10.1038/ismej.2013.159,2014,N/A
10.1038/ismej.2012.9,2012,N/A
10.1111/eva.12707,2019,ITS; Megachile; historic bee specimens; insect collection; palynology; plant–pollinator interaction
10.1038/s41598-023-50541-2,2024,N/A
10.3390/ani12060763,2022,amphibian; biodiversity; conservation; conventional; eDNA; metabarcoding
10.1098/rstb.2021.0025,2022,ascidians; biodiversity; environmental DNA; non-native species; range shifts
10.7554/eLife.87202,2023,Chironomus kiiensis; Globisporangium nunn; agricultural system; ecology; environmental DNA; plant biology; rice; unified information-theoretic causality
10.1016/j.isci.2024.110124,2024,Aquatic biology; Ecology; Molecular biology
10.1038/ismej.2011.41,2011,N/A
10.1038/s41598-022-14216-8,2022,N/A
10.3389/fmicb.2019.02736,2019,18S rRNA gene; functional diversity; marine protists; northern Adriatic Sea; protist community structure
10.1038/s41597-021-00987-8,2021,N/A
10.1038/s41587-020-0718-6,2021,N/A
10.1038/ncomms13219,2016,N/A
10.1128/mBio.00708-13,2013,N/A
10.1093/nar/25.5.955,1997,N/A
10.1111/mec.15472,2021,biodiversity; biomonitoring; ecosystem management; environmental DNA; implementation strategy; metabarcoding
10.1186/2047-217X-2-4,2013,N/A
10.1101/gr.094508.109,2009,N/A
10.1371/journal.pbio.0050077,2007,N/A
10.7717/peerj.17727,2024,Benthos; Environmental DNA; Seascape; Temporal change
10.7717/peerj.8289,2020,Climate change; Macroalgae; Marine biodiversity; Rugosity; Sea surface temperature; Spatiotemporal variations; Tropical reefs
10.1371/journal.pone.0054159,2013,N/A
10.1371/journal.pone.0036541,2012,N/A
10.1111/j.1461-0248.2009.01305.x,2009,N/A
10.1073/pnas.0133045100,2003,N/A
10.1186/s40793-024-00554-9,2024,Environmental DNA; Extreme events; Land–sea continuum; Microbial dynamics; New Caledonia; River runoff
10.1073/pnas.1016308108,2011,N/A
10.3390/biology12091272,2023,conservation biology; cumulative curves; diet determination; eDNA metabarcoding; frequency of occurrence; microscopy; taxonomic resolution; waterfowl
10.1104/pp.15.00613,2015,N/A
10.1002/ece3.7979,2021,DNA barcode; bioindicators; cryptic species; environmental factors; species delimitation
10.3390/ijerph191710945,2022,chironomid gut contents; eDNA metabarcoding; next-generation sequencing (NGS); river and weir habitats
10.3389/fgene.2022.957251,2022,COI; aquaculture; biodiversity; eDNA; eukaryotic communities; metabarcoding; salmonid net pins; surface water
10.1073/pnas.1803573115,2018,ancient DNA; bulk bone metabarcoding; human impacts; paleoecology; subsistence practices
10.1073/pnas.1314445110,2013,N/A
10.1098/rsos.221586,2024,a possible survey; coral-specific eDNA; genera-level detection; mesophotic scleractinian corals; underwater mini-ROVs
10.1038/s41598-021-89950-6,2021,N/A
10.3390/toxics11110903,2023,aquatic pollution; biodiversity; biomonitoring; eDNA analysis; ecotoxicology; pharmaceutical active chemicals
10.1098/rstb.2013.0569,2014,contaminants; ecotoxicology; environmental risk assessment; pharmaceuticals; population ecology; sewage
10.3897/mycokeys.106.117540,2024,Assessment; biodiversity; bioindicators; conservation; databases; floristic survey; identification; inventory; metabarcoding; monitoring
10.1002/ece3.7382,2021,ecological survey; environmental DNA; meta‐analysis; probability of detection; species detection; traditional methods
10.1002/ece3.9594,2022,cliff diversity; eDNA metabarcoding; extreme environments; fungal community composition; rock‐specialist plant species; spatial biodiversity variations
10.1002/aps3.1227,2019,collections data; diversity; fungi; macroecology; open‐source; phenology records
10.1038/nature10947,2012,N/A
10.1098/rsbl.2006.0494,2006,N/A
10.1111/j.0030-1299.2004.13093.x,N/A,N/A
10.1016/j.tree.2004.07.006,2004,N/A
10.3390/insects13060534,2022,eDNA metabarcoding; host-plant usage; insect gut content; invasive species; spotted lanternfly; trophic interactions
10.1038/s41598-024-52543-0,2024,N/A
10.1111/1462-2920.16153,2022,N/A
10.3389/fmars.2021.709764,2021,Caribbean; ballast water; biofouling; stony coral tissue loss disease; vector of stony coral tissue loss disease; vessel discharge regulations
10.1371/journal.pone.0172468,2017,N/A
10.1098/rspb.2005.3090,2005,N/A
10.1371/journal.pone.0201741,2018,N/A
10.1002/ece3.1155,2014,Arbuscular mycorrhizal fungi; Berger–Parker; Hill’s powers; Plantago lanceolata; Shannon index; Simpson’s index; arthropods; chemical diversity; molecular diversity; plant diversity
10.1007/s10886-009-9654-0,2009,N/A
10.1073/pnas.0607780103,2006,N/A
10.7717/peerj.2807,2016,18S; Biomonitoring; Meiofauna; Sediments; Submarine canyons; eDNA; eRNA
10.1371/journal.pone.0286620,2023,N/A
10.1111/mec.15724,2021,Borneo; Haemadipsidae; biodiversity; invertebrate-derived DNA; land-use change; molecular biomonitoring
10.1016/j.agrformet.2014.11.010,2015,Disturbance; Land use change; Leaf area index; Microclimate; Oil palm; Tropical forest
10.1111/ele.12129,2013,N/A
10.1371/journal.pone.0011554,2010,N/A
10.7717/peerj.16970,2024,Coral reef; Detritus; Porifera; Stable isotope analyses; Trophodynamics; eDNA
10.1098/rspb.2013.1835,2014,fishing; herbivory; macroalgae and turf algae; phase shift; reef-fish; resilience
10.1038/s42003-021-02733-7,2021,N/A
10.1038/s41598-022-19064-0,2022,N/A
10.1371/journal.pone.0236513,2020,N/A
10.1371/journal.pone.0015465,2010,N/A
10.1371/journal.pbio.0060171,2008,N/A
10.1073/pnas.0603715103,2006,N/A
10.3389/fmicb.2019.01529,2019,16S rRNA; bacterial communities; core bacterial communities; metabarcoding; seawater; sediment; symbiosis; transmission
10.1002/ece3.7162,2021,ancient DNA; bulk bone; metabarcoding; museum collections; palaeontology
10.1038/s41598-024-69520-2,2024,Biodiversity; Integrative taxonomy; Mediterranean sea; Metabarcoding; Organismal eDNA; Zooplankton
10.1186/s12862-024-02261-y,2024,Metabarcoding; Morphotypes; Species richness; V9 region
10.3390/microorganisms11071664,2023,Atlantic Ocean; amplicon sequencing; biogeography; distribution; diversity; unicellular eukaryotes
10.1038/s41598-020-63561-z,2020,N/A
10.1186/s12863-023-01119-4,2023,Fish; Mare-MAGE; Metabarcoding; Mitochondrial database; eDNA
10.7554/eLife.86576,2023,computational biology; ecology; freshwater; functional biodiversity; machine learning; multilocus metabarcoding; none; sedaDNA; systems biology
10.1371/journal.pone.0279672,2024,N/A
10.1073/pnas.2012774117,2020,competition; food subsidies; niche overlap; stable isotopes
10.3390/s22176512,2022,biodiversity monitoring; eDNA monitoring; pollen; pollen traps; trap robot
10.1371/journal.pone.0097629,2014,N/A
10.1038/s41598-022-13262-6,2022,N/A
10.1038/s41598-021-96412-6,2021,N/A
10.1038/s41598-017-15823-6,2017,N/A
10.1186/1472-6785-13-34,2013,N/A
10.1073/pnas.0510466103,2006,N/A
10.1038/s41598-022-14176-z,2022,N/A
10.3390/v10090496,2018,B family DNA polymerase (PolB); Megaviridae; Mimiviridae; meta-barcode; metagenome
10.1080/23802359.2018.1467241,2018,Atyidae; Freshwater shrimp; MiSeq; genome skimming; mitochondrial genome
10.1098/rsbl.2005.0298,2005,N/A
10.3389/fmicb.2023.1231839,2023,Arctic Holocene; eDNA; marine sediments; metabarcoding; microbial assembly; sedimentary deposition
10.1038/ismej.2010.101,2011,N/A
10.1002/ece3.5063,2019,PCR primers; cytochrome c oxidase subunit I gene; diet analysis; eDNA; false negatives; metabarcoding
10.3390/microorganisms9020361,2021,DNA metabarcoding workflow; archaea; bacteria; fungi; high-throughput sequencing; protists; soil and plant-associated microorganisms; terrestrial ecosystem
10.3389/fmicb.2018.03272,2018,16S rRNA; bacteria; community resistance; disturbance; diversity; global change; phylofactor; stability
10.3389/fmicb.2013.00163,2013,disturbance; fire; forest; harvest; insect; pathogen; soil microbial biomass; storm
10.1038/ismej.2012.84,2012,N/A
10.1002/0470011815.b2a13070,N/A,N/A
10.1186/s12862-024-02220-7,2024,Amplicon sequence variants; Great Barrier Reef; High throughput sequenci; Metabolism strategies; Nutritional strategies; Protistan diversity
10.3389/fmicb.2017.01298,2017,carbon quality; ecological stoichiometry; ecosystem function; element cycling; energy transfer; nutrient dynamics; trophic interactions
10.1073/pnas.0808228106,2009,N/A
10.1371/journal.pone.0185697,2017,N/A
10.7717/peerj.4980,2018,Aquatic; Bioassessment; DNA barcoding; Freshwater; Insect; Macroinvertebrates; Metagenomics
10.1038/s41598-024-68939-x,2024,N/A
10.1111/1755-0998.13012,2019,DNA extraction; DNA metabarcoding; Water Framework Directive; benthic macroinvertebrates; freshwater bioassessment; preservative ethanol
10.1038/s41598-017-01808-y,2017,N/A
10.1515/jib-2019-0046,2020,DNA barcoding; biogeography; data integration; environmental samples; fungal biodiversity
10.1186/1471-2105-9-386,2008,N/A
10.1093/nar/gkh084,2004,N/A
10.1371/journal.pone.0130324,2015,N/A
10.1038/srep46393,2017,N/A
10.1371/journal.pone.0017497,2011,N/A
10.1371/journal.pone.0242143,2020,N/A
10.1093/bioinformatics/btac588,2022,N/A
10.1186/s13104-020-05361-2,2020,"Chloroplast; DNA metabarcoding; Honeybee; Metagenome; Nectar source; Next generation sequencing; Pollen; Ribulose 1,5-bisphosphate carboxylase/oxygenase; Urban beekeeping"
10.7717/peerj.14378,2022,Bacteria; Deterministic processes; Eukaryotes; Lakes; Metabarcoding; Plankton; Sediment; eDNA
10.1002/ece3.7968,2021,consumptive interactions; contamination; diet analysis; food web; invertebrates; predator–prey interactions
10.3389/fmicb.2019.02066,2019,homogenization; land use change; metabarcoding; tropical rain forests; tropics
10.1002/ece3.3192,2017,DNA barcoding; biomass bias; ecosystem assessment; metabarcoding; metagenomics; size sorting
10.1073/pnas.1406468111,2014,Costa Rica; Malaise trap; NGS; cytochrome c oxidase subunit I; insect
10.1093/femsec/fiw037,2016,Chiroptera; Leptospira; Madagascar; co-phylogeny; host-parasite association; host-specificity
10.1002/ece3.8972,2022,DNA metabarcoding; biodiversity; conservation; freshwater ecosystems; zooplankton
10.1111/eva.12644,2018,DNA metabarcoding; bats; next‐generation DNA sequencing; noninvasive sampling; population assessment
10.7717/peerj.8424,2020,High-throughput sequencing; Metabarcoding; Microbial seasonality; eDNA; Airborne biodiversity
10.1038/s41598-022-06023-y,2022,N/A
10.1113/jphysiol.1988.sp017124,1988,N/A
10.1038/s41598-018-32845-w,2018,N/A
10.1371/journal.pone.0115335,2015,N/A
10.1073/pnas.1012714108,2011,N/A
10.1098/rspb.2010.1992,2011,N/A
10.3390/microorganisms10122512,2022,DNA metabarcoding; biomonitoring; ciliated protozoa; molecular-based taxonomy; urban receiving waters; water quality
10.1093/database/baaa080,2020,N/A
10.1073/pnas.0807880106,2009,N/A
10.1093/molbev/msq179,2011,N/A
10.1093/database/baz155,2020,N/A
10.1038/ismej.2016.120,2017,N/A
10.1038/hdy.2014.91,2015,N/A
10.1111/1462-2920.16019,2022,N/A
10.1128/AEM.68.12.6094-6105.2002,2002,N/A
10.1093/bib/bbv001,2015,DNA metabarcoding; environment; genome; metagenomics; software development
10.3390/microorganisms9040719,2021,ITS; environmental drivers; fungal biodiversity; lake sediments; metabarcoding; paleoecology; paleoenvironment; paleogenetics; paleolimnology; sedimentary ancient DNA
10.1111/1755-0998.13651,2022,DNA barcoding; metabarcoding; sequence classification; sequence identification; similarity cutoff; taxonomy
10.1186/1471-2105-12-385,2011,N/A
10.3732/apps.1600124,2017,DNA metabarcoding; ITS; palynology; plant–pollinator interactions; pollination networks; rbcL
10.3390/ijerph19052624,2022,DNA metabarcoding approach; Hirst-type trap; PM10 sampler; optical microscopy; pollen family characterization; pollen family detection; pollen sampling
10.3390/toxins13080518,2021,airborne PM10 samples; eukaryotic community structure; fungi genus seasonality; high-throughput sequencing; plant genus seasonality
10.1183/16000617.0242-2020,2021,N/A
10.1016/j.scitotenv.2020.138704,2020,Air pollution; COVID-19; Generalized additive model; Novel coronavirus pneumonia
10.1016/j.idm.2017.03.003,2017,Climate variability; Infectious diseases; Sweden
10.1186/1476-069X-9-37,2010,N/A
10.1093/ije/dym253,2008,N/A
10.1038/s41598-020-74180-z,2020,N/A
10.1371/journal.pone.0100289,2014,N/A
10.1098/rsbl.2012.0298,2012,N/A
10.1016/j.marpolbul.2011.09.003,2011,N/A
10.3390/genes13112035,2022,Arctic Ocean; DNA metabarcoding; Hyperiidae; Themisto abyssorum; Themisto libellula; atlantification; cytochrome c oxidase subunit I; diet analyses; gelatinous zooplankton
10.7717/peerj.11757,2021,18S; Atlantic bluefin tuna; COI; Diet; Mediterranean Sea; Stomach content; Top predator
10.1002/ece3.5503,2019,DNA metabarcoding; high throughput sequencing; macroinvertebrates; pollutants; road runoff; stormwater ponds
10.1186/s13071-014-0569-4,2014,N/A
10.1093/molbev/mst197,2013,phylogeny; relaxed clocks; software
10.1111/1462-2920.15495,2021,N/A
10.1038/s41597-020-0549-9,2020,N/A
10.1186/s13742-015-0074-5,2015,Data storage; Digital object identifiers (DOI); Environmental metadata; High-throughput sequencing (HTS); Interactive database; Internal transcribed spacer (ITS); Next-generation sequencing; Species hypotheses
10.1038/s41598-021-84174-0,2021,N/A
10.1371/journal.pone.0157977,2016,N/A
10.1073/pnas.1503283112,2015,African savannas; body size; coexistence; competition; ungulates
10.1371/journal.pone.0213936,2019,N/A
10.1093/nar/29.24.5017,2001,N/A
10.1007/s10750-018-3593-0,2018,Aquatic arthropods; Biological survey; Community dynamics; Protists
10.1093/bib/bbz059,2020,computational medicine; genome informatics; precision medicine; sepsis; translational bioinformatics
10.1002/ece3.6219,2020,bacteria; fungi; metabarcoding; microbial biology
10.1038/nmeth.2276,2013,N/A
10.1007/s00248-021-01719-6,2021,Bacteria; Biodiversity; Fungi; Metabarcoding; Protists; Tropics
10.1371/journal.pone.0104297,2014,N/A
10.3732/apps.1600110,2017,DNA barcoding; DNA metabarcoding; plastid DNA; rbcL; species identification
10.7717/peerj.12758,2022,Bioinformatic pipelines; Coding markers; Denoising algorithms; Entropy correction; Metabarcoding; Metaphylogeography
10.7717/peerj.4705,2018,Biodiversity assessment; Cytochrome c oxidase I; Eukaryotic communities; Marine benthic ecosystems; Metabarcoding pipelines; Ribosomal RNA 18S
10.18699/VJGB-22-12,2022,18S rDNA; Illumina MiSeq; Lake Baikal; Spirogyra; algal communities; green algae; metabarcoding
10.1042/BJ20011438,2002,N/A
10.1371/journal.pone.0194489,2018,N/A
10.3389/fmicb.2018.03248,2018,16S; 18S; amplicon-sequencing; metabarcoding; metals; periphyton
10.1371/journal.pone.0146021,2015,N/A
10.3389/fmicb.2019.00653,2019,DNA metabarcoding; WWTP effluents; diatom communities; functional traits; indicator species analysis; pharmaceuticals; water quality index
10.1002/ecy.3548,2022,DNA metabarcoding; arthropods; grazing; incidental ingestion; large mammalian herbivores; omnivory; trophic cascades
10.1111/jeu.12388,2017,Abundance; Oslofjorden; coccolithophores; high-throughput sequencing; phylogeny; richness
10.7717/peerj.4845,2018,Amplification bias; Biodiversity; Carabids; DNA metabarcoding; GC content; High Throughput Sequencing; Taxonomic assignment; coxI
10.3390/ijerph20237134,2023,beach; fungi; microbiota; sand; skin
10.3389/fmicb.2018.00707,2018,fungal diversity; fungal functions; fungal plant pathogens; microbial communities; soil biology; soil ecosystem; soil health; soil mycobiome
10.3390/microorganisms9020355,2021,18S metabarcoding; Holocene; lakes; microbial eukaryotes; sedimentary DNA
10.1038/s41579-019-0222-5,2019,N/A
10.1038/nature12060,2013,N/A
10.1186/1475-2875-10-378,2011,N/A
10.1016/S1473-3099(08)70069-0,2008,N/A
10.1073/pnas.94.1.338,1997,N/A
10.1371/journal.pone.0298905,2024,N/A
10.1371/journal.pone.0259842,2021,N/A
10.1371/journal.pone.0249571,2021,N/A
10.1371/journal.pone.0051785,2012,N/A
10.3390/jof6040372,2020,Bipolaris; DNA metabarcoding; ITS; Pyricularia; airborne; rice; spore trap
10.1128/AEM.02092-09,2010,N/A
10.1038/s41598-018-28624-2,2018,N/A
10.1038/srep24965,2016,N/A
10.1111/j.1471-8286.2007.01678.x,2007,N/A
10.1093/gbe/evaa117,2020,18S; metabarcoding; molecular diversity; networks; novelty; unicellular Holozoa
10.1093/molbev/mst006,2013,N/A
10.1371/journal.pone.0041970,2012,N/A
10.1186/jbiol201,2009,N/A
10.1002/ece3.4934,2019,DNA extraction; DNA metabarcoding; Illumina sequencing; marine predator; stomach-content
10.1371/journal.pone.0237730,2020,N/A
10.1128/AEM.02473-10,2011,N/A
10.1002/eap.2205,2020,agriculture; algae; bioassessment; biomonitoring; boosted regression trees; gradient forest; nitrogen; periphyton; phosphorus; rbcL; threshold indicator taxa analysis
10.1002/ece3.4701,2019,Diatoms; OTU; Water Framework Directive; high‐throughput sequencing; pollution assessment; sequence similarity threshold; taxonomic resolution
10.1002/ece3.10969,2024,Arctic–alpine ecosystems; Scandinavia; arthropods; biodiversity; ethanol‐based DNA; microclimate
10.1186/s13071-024-06254-0,2024,Environmental indicators; Global warming; Metabarcoding; Mosquito vectors; Next-generation sequencing; Parasitic infections
10.3390/insects7040065,2016,mosquito control; mosquito oviposition; mosquito-borne disease transmission
10.1603/me09241,2010,N/A
10.1128/AEM.68.6.3003-3009.2002,2002,N/A
10.1186/s13071-020-04337-2,2020,Gastrointestinal nematodes; ITS2 rDNA metabarcoding; Overwintering; Tracer calves; Western Canada
10.1007/s00248-024-02413-z,2024,Apis mellifera; DNA metabarcoding; Microbe; Pollination
10.1002/ece3.3597,2018,amplicon sequencing; bacterial microbiota; honey bee; landscape exposure; oilseed rape
10.3389/fmicb.2019.01169,2019,benthic food web; benthic foraminifera; benthic microbial ecology; metabarcoding; molecular phylogeny; trophic strategy
10.1038/s41598-018-28455-1,2018,N/A
10.1038/ismej.2011.196,2012,N/A
10.1002/mbo3.780,2019,Illumina; Ion Torrent; Pucciniales; cloning; next-generation sequencing; plant pathogens
10.1371/journal.pone.0187803,2017,N/A
10.3390/genes12121854,2021,DNA metabarcoding; diet analysis; foraging behavior; next generation sequencing (NGS); nutrigenomics; trophic link
10.1111/eva.13425,2022,Chiroptera; DNA barcode; DNA sexing; noninvasive genetics; trophic analysis; wildlife disease surveillance
10.3390/microorganisms10101988,2022,16S rRNA; Chelonia mydas; eDNA; macrophytes; metabarcoding; microbiota; sea turtles
10.1128/aem.66.2.467-475.2000,2000,N/A
10.1113/JP273185,2017,acetoacetate; ketosis; performance; substrate; β-hydroxybutyrate
10.1042/BJ20090743,2009,N/A
10.3389/fpls.2021.679428,2021,Chlorophyta; Sanguina; biodiversity; high elevation; metabarcoding; mountain environment; snow algae; soil
10.1093/nar/18.20.6097,1990,N/A
10.1371/journal.pone.0144928,2015,N/A
10.1002/ece3.10038,2023,Eurasian otter; dietary variation; fecal analysis; food webs; hard parts analysis; trophic interactions
10.1007/s00114-021-01734-0,2021,Algae; Amphibians; DNA metabarcoding; Oophila; Rana dalmatina; Symbiosis
10.1073/pnas.1018259108,2011,N/A
10.1038/s41598-018-34541-1,2018,N/A
10.1371/journal.pone.0302518,2024,N/A
10.1371/journal.pone.0271118,2022,N/A
10.3389/fmicb.2016.00650,2016,16S rDNA metabarcoding; 454 pyrosequencing; chloroplast DNA; endophytes; plant microbiome
10.1126/sciadv.adg1096,2023,N/A
10.7717/peerj.5141,2018,DNA metabarcoding; EPT; Louisiana Waterthrush; Macroinvertebrates; Next-generation sequencing; Resource subsidies
10.1128/spectrum.04926-22,2023,community assembly; dispersal limitation; environmental filtering; estuary ecosystems; microzooplankton; phytoplankton; zooplankton
10.3897/BDJ.10.e89752,2022,Asian elephant; DNA metabarcoding; diet; next-generation sequencing; rbcL
10.3390/ani10122215,2020,Macaca arctoides; Malaysian primates; plant metabarcoding; tRNL
10.1371/journal.pone.0301474,2024,N/A
10.3390/life10020013,2020,Antarctica; ITS metabarcoding; McMurdo Dry Valleys; cryptoendolithic communities; fungi; marker species
10.1016/j.mib.2008.09.013,2008,N/A
10.1128/mcb.14.1.156,N/A,N/A
10.1093/mmy/myac019,2022,Scedosporium aurantiacum; DNA metabarcoding; ITS sequence; SRA database; environment
10.1371/journal.pone.0228897,2020,N/A
10.1128/JCM.01840-09,2010,N/A
10.7717/peerj.16018,2023,Metabarcoding; Microarthropods; Molecular gut content analysis; Oribatida; Soil food web; Surface sterilization
10.1186/1471-2148-2-9,2002,N/A
10.1073/pnas.91.5.1609,1994,N/A
10.3389/fmicb.2023.1129983,2023,Neolithic; amplicon sequencing; archeological waterlogged wood; erosion bacteria; wood biodegradation
10.1371/journal.pone.0131510,2015,N/A
10.1371/journal.pone.0080320,2013,N/A
10.1073/pnas.94.5.1857,1997,N/A
10.1128/AEM.01368-19,2019,Oxford Nanopore MinION; PacBio Sequel; Solanum tuberosum; fungal plant pathogens; metabarcoding; metagenomics; molecular diagnostics; needle pathogens; oomycetes; plant pathogens; potato
10.1371/journal.pone.0226253,2019,N/A
10.1292/jvms.16-0472,2017,N/A
10.2527/jas.2010-3377,2011,N/A
10.1111/gbi.12530,2023,Atlantic water; Svalbard; benthic foraminifera; metabarcoding; sedimentary DNA
10.1038/s42003-021-02012-5,2021,N/A
10.1073/pnas.1903080116,2019,deep sea; marine carbon cycle; marine microbes; particulate organic matter; piezophile
10.1038/ismej.2017.51,2017,N/A
10.3390/v11111043,2019,Mimiviridae; Oslofjorden; Phycodnaviridae; metagenomics; viral-host co-occurrences
10.1002/ece3.10664,2023,biogeography; metabarcoding; species distributions; traits; zooplankton
10.1002/ece3.6851,2020,Copepod; fluctuating selection; phenotypic plasticity; seasonality; thermal tolerance; trade‐off
10.1371/journal.pgen.1004775,2014,N/A
10.1098/rsbl.2013.0228,2013,adaptation; chromosomal inversions; climate change; evolution
10.3389/fmicb.2021.669910,2021,droplet digital PCR; high-throughput sequencing; metabarcoding; paleolimnology; sedDNA; targeted PCR
10.1128/mSystems.00163-18,2019,ASV methods; OTU clustering; bioinformatics; microbiome
10.1038/ismej.2011.211,2012,N/A
10.1111/j.1600-0668.2005.00396.x,2006,N/A
10.1038/s41598-021-96856-w,2021,N/A
10.1002/ece3.1925,2016,ITS2; Illumina; Ophiostomaceae; Scolytinae; primer tags; tree pathogens
10.1104/pp.103.025015,2003,N/A
10.3390/insects12100922,2021,bumble bees; food source richness; pollen determination with microscopy and DNA metabarcoding
10.1038/s41598-023-42102-4,2023,N/A
10.1371/journal.pone.0161059,2016,N/A
10.1098/rsbl.2008.0034,2008,N/A
10.1007/BF00869423,N/A,N/A
10.1038/s41598-022-05346-0,2022,N/A
10.1186/s12859-021-04115-6,2021,COI; Clustering; Denoising; Metabarcoding; Metaphylogeography; Operational taxonomic units
10.1038/s41598-018-26648-2,2018,N/A
10.3390/ani13243876,2023,DNA metabarcoding; Lima River estuary; biomonitoring; coastal ecosystems; cytochrome c oxidase subunit I; hypervariable region V4 18S; non-indigenous species; zooplankton
10.1038/s41598-018-36478-x,2019,N/A
10.1371/journal.pone.0252632,2022,N/A
10.1371/journal.pone.0195385,2018,N/A
10.1038/s41598-017-17333-x,2017,N/A
10.3389/fmicb.2023.1322559,2023,DNA metabarcoding; fungi; grapevine trunk diseases; microbiome; plant pathogen
10.1186/s12898-019-0244-x,2019,Disturbance ecology; Latitudinal comparisons; Patchiness; Seasonality; Sediment properties
10.1371/journal.pone.0137527,2015,N/A
10.1002/ece3.678,2013,Climate change; Prince Edward Islands; Southern Ocean; food web; frontal shifts; land-based top predators; stable isotope signatures; sub-Antarctic Front
10.3390/microorganisms11040922,2023,DNA metabarcoding; environmental risk assessment; epilithic biofilms; pharmaceuticals; river microbiomes
10.1016/j.dib.2021.107726,2022,Hospital wastewater; ecotoxicological risk assessment; emerging contaminants; groundwater; receiving water body; sludge; urban wastewater; wastewater treatment plant
10.7717/peerj.4644,2018,CO1; Ecosystem assessment; Exact sequence variant; Haplotyping; High-throughput sequencing; Metabarcoding; Population genetics
10.1038/ismej.2017.29,2017,N/A
10.1038/s41598-020-60779-9,2020,N/A
10.1093/ismeco/ycae015,2024,DNA; RNA; community dynamics; global ocean; metabarcoding; microbial communities
10.3390/biom11020318,2021,Central Europe; DNA extraction; DNA quality; belowground diversity; graminoid vegetation; roots
10.4161/psb.21663,2012,N/A
10.1023/A:1010402107427,2001,N/A
10.1002/ece3.11432,2024,ITSF2; herbivore; marsupial diet; next‐generation sequencing
10.1038/srep31508,2016,N/A
10.1371/journal.pone.0231436,2020,N/A
10.1098/rspb.2021.2622,2022,DNA metabarcoding; arthropod; fruit body; host traits; insect–fungus interactions; wood-decay fungi
10.1093/nar/8.19.4321,1980,N/A
10.1038/s41598-018-23103-0,2018,N/A
10.1002/ece3.1965,2016,Bombus; PCR‐RFLP; coexistence; community; diet; ecological divergence; niche overlap; niche region; pollinators; specialisation
10.1371/journal.pone.0117802,2015,N/A
10.1073/pnas.0507611102,2005,N/A
10.1128/AEM.01448-19,2019,DNA metabarcoding; ITS2; exposure characterization; fungal diversity; occupational
10.1002/ece3.8936,2022,Diet; assisted colonisation; carnivore; metabarcoding
10.1002/ece3.4903,2019,Leiopelma; diet; predation; primer; rat; trophic
10.7717/peerj.16567,2024,Accuracy; BLAST; Cross-validation; Honey bee; ITS2; Metabarcoding; Pollen; Taxonomic assignments; rbcL
10.1038/s41598-020-70307-4,2020,N/A
10.1186/s40168-021-01167-x,2021,Built environment; DNA metabarcoding; Dust mycobiome; Fungal community; Fungi; Microbial ecology; Seasonal variation
10.1039/c5em00639b,2016,N/A
10.1371/journal.pone.0098878,2014,N/A
10.1111/ele.14261,2023,DNA metabarcoding; bees; diurnal pollination; moths; nocturnal pollination; pollen-transport networks; urban horticulture; urbanisation
10.7717/peerj.10021,2020,Bee biodiversity; Citizen science; Lawn management; Native bees; Urban biodiversity; Urban ecology
10.1038/s41559-018-0769-y,2019,N/A
10.1093/femsec/fiad134,2023,ITS2 secondary structure; cryosphere; eDNA; glacier ice algae; next generation sequencing; snow algae; species delimitation
10.3389/fmicb.2015.01323,2015,Svalbard; genomics; metabolomics; single-cell; snow algae
10.1126/science.1143609,2007,N/A
10.1007/s00248-024-02394-z,2024,Amplicon sequencing; DNA metabarcoding; Mycoplankton; Parengyodontium album
10.1128/Spectrum.01470-21,2021,coastal waters; community structure; diversity; oceanographic gradients; planktonic fungi; spatial distribution
10.1371/journal.pone.0016553,2011,N/A
10.1371/journal.pone.0012437,2010,N/A
10.1128/AEM.67.7.2932-2941.2001,2001,N/A
10.1002/ece3.10921,2024,DNA‐metabarcoding; Zalophus wollebaeki; bathymetry; ocean productivity; trophic ecology
10.1371/journal.pone.0209313,2019,N/A
10.1073/pnas.0804601105,2008,N/A
10.1093/gigascience/giac040,2022,N/A
10.1093/gigascience/giz006,2019,MinION; Oxford Nanopore Technologies; biodiversity; eukaryotes; long DNA barcodes; metabarcoding; ribosomal
10.7717/peerj.8084,2020,Conservation; Gekkonidae; Macaronesia; Protected area; Seasonality; Selvagens archipelago; Tarentola (boettgeri) bischoffi
